ANNOSCOLASTICO,CODICESCUOLA,CODICEEDIFICIO,SPERFICIEAREATOTALE,SPERFICIEAREALIBERA,VOLUME
201819,VEMM85101N,270082361,"990,00","226,00",10125
201819,TSPS02000R,320060114,"7.536,00","2.770,00",36718
201819,NAMM839018,630070007,"300,00",-,900
201819,TSAA800053,320010009,"300,00",-,960
201819,CSIC842008,781460946,"6.076,00",-,6295.68
201819,PAEE020027,820534657,"5.200,00",-,4514
201819,MNEE82202X,200090002,"11.200,00","8.542,00",10078
201819,CTIC8AB00G,870151436,"2.689,00","1.621,00",11837
201819,RIEE82003P,570160109,"2.400,00","1.300,00",2700
201819,MIIS05700B,151461583,"3.986,00",-,59743
201819,UDEE823075,300350003,"6.324,00","4.621,00",756
201819,VIIS00200V,240084006,"14.588,00","10.555,00",24834
201819,CEAA812038,610570502,"1.500,00","1.125,00",1750
201819,CSAA8AY018,781300937,"2.020,00","1.470,00",3750
201819,REEE84602E,350330209,"3.780,00","2.600,00",12380
201819,VEAA853015,270082379,"6.162,00","5.527,00",4856
201819,VAAA873032,121330001,"4.920,00","2.376,00",2232
201819,BGMM89801X,161830581,"8.270,00","5.772,00",13893
201819,AVAA87504G,640400499,"2.410,00","1.323,00",7388
201819,CTEE89704R,870152599,"2.693,00","2.029,00",1992
201819,GEEE86301V,100250159,"2.501,00","1.876,00",10000
201819,AVEE852044,640561656,"223,00","1.492,00",5219
201819,BSRA02203C,171260096,"6.130,00","3.930,00",9921
201819,GEMM86602A,100670271,"390,00",-,5750
201819,MIAA8CC03N,150590029,"5.000,00","3.955,00",4180
201819,TOEE82105P,13030001,"3.700,00","2.497,00",3160
201819,FRMM836011,600353485,"1.400,00",-,5640
201819,MCAA81004D,430470087,"3.120,00","2.300,00",2400
201819,AVEE87503Q,640400499,"2.410,00","1.323,00",7388
201819,BOMM82403A,370510947,"4.793,00","3.265,00",9288
201819,MNAA813031,200450084,"5.230,00","4.100,00",5249
201819,MIAA873023,152460052,"5.880,00","5.365,00",1542
201819,CZPM03000C,791601039,"10.186,00","6.760,00",20420
201819,MIMM8F6013,1080332798,"7.280,00","4.680,00",14440
201819,MOEE04514X,360300055,"7.114,00","4.182,00",14347
201819,FREE81702N,600160418,"6.050,00","5.142,00",5658
201819,LUEE81802L,460335037,"3.265,00","2.755,00",2500
201819,TEMM819011,670260623,"8.300,00","6.261,00",4786
201819,AVSD00801T,640150001,"12.500,00","7.872,00",27152
201819,MEEE874061,830763993,"2.960,00","1.900,00",7340
201819,VIEE815031,240183001,"8.100,00","7.200,00",4950
201819,TOAA10801R,11870001,"560,00","284,00",1104
201819,VAEE849018,121191090,"7.595,00","5.580,00",6045
201819,MEMM814024,831013953,"1.254,00",-,10745
201819,BGMM818013,160040485,"2.422,00","1.833,00",7600
201819,MEEE89703E,830483094,"2.180,00","1.236,00",4830
201819,CORC010008,130750542,"4.000,00","1.700,00",27600
201819,SREE83001B,890014117,"4.380,00","2.485,00",18467.15
201819,RMIC8EJ00R,580910496,"4.595,00","2.838,00",21786
201819,BLAA82506T,250170963,"753,00","480,00",2593
201819,PGPS003011,540270613,"7.022,00","5.668,00",6775
201819,FIAA87103T,480100003,"3.168,00","2.400,00",2304
201819,MOPM021019,360231609,"751,20","2.618,90",72713.5
201819,SRTH024016,890175043,"10.000,00","8.086,00",2293
201819,PZEE88511R,760260311,"1.800,00",-,7770
201819,PSEE80506T,410670255,"1.890,00","1.053,00",4980
201819,PCAA81401T,330110001,"1.150,00",-,5372
201819,CEMM89701A,610461597,"7.596,00","4.689,00",21075
201819,CAMM89901G,920511109,"10.079,00","7.764,00",5224
201819,RMEE8AW03E,580670225,"762,00","252,00",2652
201819,RMPS200007,581041421,"7.800,00",-,26200
201819,PSTD00351P,410130355,"2.407,00","817,00",19654
201819,RMRC05701V,580291721,"6.903,00","12.522,00",28133
201819,LORA001013,980313700,"8.353,00","6.623,00",15106
201819,MIEE8EM02V,151951991,"10.384,00","6.697,00",8832
201819,PVEE80901N,181380176,"5.807,00","5.101,00",6954
201819,BRAA817025,740010013,"431,52","2.427,01",2610.42
201819,COEE82701N,130100439,"12.700,00","9.200,00",26250
201819,CEAA89301V,610180001,"4.620,00","2.976,00",3096
201819,PRRH006039,340320159,"1.684,00","1.778,00",7610
201819,TOPM050003,12720226,"17.870,00","15.094,00",20000
201819,SVEE803018,90180104,"52.300,00","28.954,00",15228
201819,LETL04251V,750352275,"12.470,00","7.798,00",20445
201819,BGEE854028,161520737,"9.700,00","7.376,00",7562
201819,PSTH003013,410130328,"8.605,00","6.018,00",15860
201819,PDTF01801G,280324255,"12.000,00",-,2350
201819,RMEE8GX013,580910872,"22.850,00",-,432
201819,CAAA87701E,1110710578,"6.504,00","5.713,00",2073
201819,PVIC828001,181100583,"4.638,00","250,00",38962
201819,TPMM843018,810124574,"8.500,00","6.700,00",9644
201819,LEEE8AK02X,750880410,"1.892,00","1.222,00",4215
201819,VAMM837033,120350001,"12.439,00",-,7734
201819,BSMM86901C,170760219,"1.789,00","431,00",11100
201819,ANCT704009,420210640,"17.870,00","8.700,00",3500
201819,TVTD009512,260213807,"8.703,75","6.342,08",19310.69
201819,TARH00801B,730040326,"867,00","505,00",1095
201819,PVEE82004G,180860001,"12.100,00","9.450,00",5040
201819,REMM83801D,350050135,"5.200,00","3.455,00",5670
201819,UDPS011015,300270014,"18.800,00","12.000,00",5100
201819,NARC00950V,630240091,"3.865,00","2.445,00",12394
201819,MIMM8B502T,152241339,"1.050,00",-,-
201819,CTTF004019,870112053,"6.000,00","2.900,00",33000
201819,MEAA83206N,830720639,"1.881,00","1.603,50",926.6
201819,PAEE818037,820651840,"223,00",-,1560
201819,ATEE00101E,50050004,"2.440,00","1.610,00",11620
201819,RMAA87302G,580540965,"690,00","515,00",560
201819,NAAA8CR036,630520868,"987,00","659,00",2558
201819,RETF01151E,350330317,"94.207,51",-,46635.62
201819,SPEE801016,110310051,"785,00","375,00",5800
201819,TOAA807024,11980002,-,"471,00",771
201819,VREE84304E,230411421,"2.775,00","2.240,00",5564
201819,CBEE836025,700310283,"10.530,00","9.810,00",20340
201819,RIEE809041,570100125,"2.313,00","1.329,00",2741
201819,VAIC85500D,120260014,"5.900,00","3.430,00",31185
201819,CBEE807047,700340001,"150,48",-,2051.04
201819,PDIS026002,280374274,"10.775,00","6.766,00",40702
201819,AQMM837012,660280293,"4.000,00","670,00",10005
201819,TOAA8BA02A,12650006,"4.258,00","3.559,00",2796
201819,RGRH020038,880022395,"499,00","61,00",6907.81
201819,RMMM8EP01R,580911035,"9.000,00","6.345,00",16338
201819,PVEE83101V,181772571,"1.550,00",-,25745
201819,FEPM00701X,380080021,"20.000,00",-,22000
201819,MIEE82202B,150810098,"1.100,00",-,15750
201819,RCMM804026,800630596,"3.800,00","3.219,00",3720
201819,NAEE8DS026,630110004,"4.366,00",-,14297.26
201819,SRAA82401V,890095002,"6.740,00","4.564,00",13337
201819,BREE813034,740010153,"1.334,53","1.507,72",6922.86
201819,PGAA861028,540181058,"4.264,00","3.201,00",7302
201819,BOIC840005,370590304,"2.777,00",-,11608
201819,RNEE80201G,990060227,"6.297,00","733,00",2401
201819,CSTD07201E,780911073,"9.210,00","5.100,00",30700
201819,GRAA81605X,530130001,"4.397,00","3.286,00",8666
201819,CSRI07301Q,780450752,"45.965,00","40.121,00",35021
201819,CSEE88303P,780030039,"600,00","300,00",1200
201819,CEEE100057,610220005,"1.360,00","756,00",2265
201819,CSEE8AW02V,781191098,-,-,-
201819,RCEE87202T,800630607,"289,00",-,1734
201819,MIEE8E7019,150021733,"2.444,00","1.639,00",5170
201819,CTMM894015,870151521,"2.728,00","2.072,00",2252
201819,VEEE85703Q,270240685,"6.100,00","3.645,00",7650
201819,CTIS03800X,870152868,"72.266,00",-,814
201819,CNRC004019,40030022,-,-,5900
201819,CAAA823016,1110440102,"2.019,00","1.669,00",1100
201819,PSEE82601N,410660633,"2.541,00","654,00",-
201819,APEE83804B,1090100183,"1.900,00","1.600,00",2152
201819,PIIC84100T,500080102,"3.410,00","2.433,00",9300
201819,CTEE85001C,870471013,"11.200,00","9.508,00",17700
201819,SPMM801015,110310127,"1.485,00",-,11052
201819,PTRI002012,470120016,"10.199,00","7.290,00",10671
201819,CNAA859039,41300008,"10.937,00","9.567,00",6940
201819,FGIC821005,710080313,"5.872,00","3.932,00",13968
201819,CAAA848101,1110910724,"2.215,00","1.865,00",1700
201819,SIMM81303A,520270002,"2.510,00","1.130,00",8685
201819,NAIC8FK008,630801796,"10.145,00","5.726,00",24582
201819,TEAA819062,670450104,"900,00","640,00",780
201819,BSEE845011,171730657,"12.700,00","9.355,00",7154
201819,AVIC851003,640281205,"1.456,00",-,6195
201819,LERI01701Q,750160656,"12.485,00","6.995,00",8242
201819,CLAA81801A,850124880,"3.423,00",-,6882
201819,PAIS03200D,820532831,"8.930,00","5.963,00",5721
201819,CRMM825014,190352109,"6.643,00","5.283,00",11063
201819,SSAA025028,900831786,"1.584,53","775,15",1810.1
201819,CREE82703V,190350145,"3.531,00","2.744,00",3467
201819,CTEE8AX01R,870112340,"1.900,00","700,00",10641.13
201819,SAIC89200E,650520256,"6.835,00","4.064,00",18000
201819,BAEE168001,720430481,"6.280,00","3.313,00",13574
201819,CTMM119008,870091262,"7.895,00","4.667,00",2883
201819,RMAA8A603C,581143749,"800,00",-,2200
201819,TRMM815019,550110196,"6.080,00","3.943,00",9219
201819,BAMM86301X,1100010546,"5.800,00","2.100,00",16000
201819,VREE89301C,230271015,"10.595,00","8.335,00",10915
201819,VBEE81807D,1030690006,"116,00",-,754
201819,MSIC813009,450110008,"4.963,00","3.000,00",15500
201819,CTEE08301R,870550840,"4.250,00","2.200,00",1522
201819,TVEE84604A,260331385,"1.360,00","910,00",3360
201819,SAEE131013,651160060,"4.815,00","3.000,00",18190
201819,CSMM87001D,780790932,"1.100,00","350,00",6940
201819,AVPC01403N,640920010,"4.000,00","855,00",14070
201819,FOEE02107C,400070181,"2.280,05","1.708,75",3981.78
201819,CBMM19600G,700780074,"6.080,00","512,00",18240
201819,RMMM8FL014,580911652,"7.650,00","5.942,00",7890
201819,FGTF13000C,710240481,"22.339,39","7.231,56",10713.1
201819,CSMM8AH01C,780440169,"470,00","200,00",4500
201819,CRAA81307X,190313226,"1.500,00",-,510
201819,RCMM821031,800571030,"4.874,00","4.874,00",3000
201819,PGEE841028,540150533,"4.550,00","2.630,00",12480
201819,REEE81101E,350320146,"2.248,00","3.475,00",21771
201819,NAEE220024,630580007,"2.479,00","1.994,00",1746
201819,ALMM81201T,61810001,"3.000,00","2.050,00",4550
201819,MORI02000L,360232509,"1.784.200,00","830.100,00",2218.82
201819,COMM82001T,130900001,"628,00","253,00",1965
201819,RERF050508,350240319,"54.343,00","42.809,00",11642
201819,PAEE830083,820824584,"1.480,00","1.164,00",2710.27
201819,MNRA00801P,200240322,"6.593,00","4.593,00",9830
201819,BNAA82905P,620730001,"1.773,00",-,2585
201819,RMEE82801T,580910576,"7.000,00","2.500,00",9000
201819,GOAA80901D,310090004,"1.959,00","1.375,00",2230
201819,NAAA8E5012,630490025,"3.050,00","2.280,00",2310
201819,AOEE013010,70201700,-,-,13773
201819,CNAA81105A,41860001,"725,00",-,785
201819,LOEE80802R,980580509,"2.838,00","2.308,00",4240
201819,RMEE8E5016,580913293,"15.360,00","11.300,00",15800
201819,LUAA821016,460115006,"3.982,00","2.457,00",6378
201819,LEEE83002D,750370096,"9.850,00",-,13440
201819,CTSD04801B,870252557,"13.237,00","9.229,00",31651
201819,TPEE844015,810124539,"3.052,00",-,6845
201819,TOMM82601L,11280003,"4.248,00","1.888,00",14361
201819,MEMM88904G,830040001,-,-,-
201819,CEEE89501Q,610151331,"1.815,00",-,15970
201819,GEEE80602Q,100540408,"865,00","600,00",2270
201819,FREE80302Q,600310107,"2.165,00","1.702,00",2921
201819,SAAA8A701N,651160010,"3.200,00",-,16500
201819,LCEE824021,970421805,"657,43","402,74",1876.78
201819,FGMM878012,710600394,"3.573,00","1.200,00",7830
201819,CHEE83804B,690220017,"6.335,00","4.835,00",11080
201819,SAEE8AH02Q,651060185,"6.770,00","4.300,00",21618
201819,SRIC85500N,890144871,"5.814,00",-,19700
201819,FGEE01100L,710240015,"1.900,00","750,00",15000
201819,RCMM855023,800960224,"3.910,00","2.530,00",4968
201819,KRIC81100B,1010100133,"30.000,00","25.000,00",17000
201819,MEAA86103E,830483596,"780,00","646,00",524
201819,SVEE81004E,90100146,"1.504,00",-,3240
201819,SRIC828009,890174803,"4.850,00","3.165,00",15405
201819,VVIC803004,1020010487,"2.900,00","2.130,00",4650
201819,PRAA82801L,340270008,"1.919,00","1.655,00",1411
201819,BSIC8AK00G,171020060,"8.820,00","7.030,00",6510
201819,PEMM81701P,680220061,"2.975,00","1.915,00",10000
201819,VRCT71200E,230913589,"5.877,00","4.097,00",9410
201819,CBMM828014,700840400,-,-,-
201819,MIIC8B600G,151460443,"5.942,00",-,55736
201819,PAMM82804T,820624571,"1.820,00",-,2695.32
201819,LEPM013018,750520612,"10.000,00",-,14688
201819,SAEE8BR037,650780854,"2.950,00","1.890,00",5670
201819,VBMM819023,1030190004,-,-,2544
201819,BGMM833015,160460519,"3.800,00","1.728,00",21582
201819,MIEE8E402V,150700002,"14.733,00","10.110,00",7072
201819,FIRC02903N,480170367,"7.726,00","759,00",6400
201819,MNIC812006,200211058,"3.553,00","3.032,00",2965
201819,BAMM84801T,720110562,"5.550,00",-,2790
201819,CTAA86702N,870151480,"4.588,00","1.875,00",8681
201819,VRPS01702C,230363895,"12.100,00","8.625,00",20127
201819,CRRA00202G,190351567,"2.900,00","1.117,00",38027
201819,FIEE85801E,480170301,"12.600,00","9.362,00",21702
201819,BGMM846017,160490520,"8.850,00","6.390,00",4830
201819,RGPS00801T,880110653,"13.689,00","9.900,00",31933.96
201819,TRIS011005,550320211,"3.667,00",-,17601
201819,TOAA8AU016,10780011,"1.650,00","930,00",3050
201819,RAAA828018,390070022,"4.185,00","3.395,00",2953
201819,GEMM859016,100250167,"6.580,00","4.972,00",27336
201819,VREE88002B,230911984,"1.845,00","1.254,00",7850
201819,PZMM88201R,760630350,"8.630,00",-,5402
201819,CSIC87300X,780580207,"1.035,00",-,3415
201819,FRIC85800R,600240086,"17.165,00","12.604,00",21990
201819,BORI003012,370390448,"2.684,00","2.093,00",5843
201819,PDMM895019,280033215,"18.435,00",-,5534
201819,RIEE823025,570310111,"1.600,00","1.088,00",2000
201819,VTEE80805V,560290068,"3.598,00","2.663,00",3319
201819,TEMM81603G,670270190,"300,00","31,00",2450
201819,BLEE83301R,250212054,"4.600,00","3.150,00",18000
201819,NAAA17203Q,630620465,"374,00","188,00",561
201819,LTEE83202B,590110151,"11.820,00","8.711,00",17730
201819,MIAA8BL019,151750207,"3.211,00","2.176,00",8622
201819,NUEE86201E,910391491,"2.880,00","1.899,00",4905
201819,AGRI01750D,840041602,"12.996,00","514,00",31600
201819,BAEE12202N,720270438,"14.049,00","11.770,00",23702
201819,PDEE83002L,280603650,"7.000,00","6.225,00",10250
201819,LCMM82701A,970422413,"6.640,00","4.985,00",14861
201819,CLRI00701V,850150586,"4.949,00",-,14110
201819,PIAA83902Q,500080003,"3.179,00","2.554,00",2187
201819,VTPS01201V,560570238,"11.500,00","7.230,00",22050
201819,ATTD00201N,50800006,"20.000,00","6.400,00",38080
201819,PGRC120003,540210637,"6.000,00",-,1300
201819,MEAA839017,830070691,"2.406,00","1.642,00",2447
201819,PCEE80403E,330280101,"4.095,00","2.331,25",11375.5
201819,TOEE81301G,12750002,"4.550,00","2.707,00",10935
201819,CAIS026001,920090565,"8.310,00","1.666,00",14585
201819,ROEE808017,290072601,"5.309,00","4.442,00",2525
201819,SSRH01802G,900031364,"405,00","110,00",4265
201819,RMMM8FQ017,580911038,"10.836,00","6.968,00",19813
201819,RAMM81201V,390010172,"4.050,00","2.780,00",9843
201819,CAMM8AB021,950820301,"4.200,00","3.182,00",6531
201819,FGPM03000E,710240494,"9.354,80","2.387,85",23687.63
201819,FREE82605G,600670405,"1.320,00","881,00",3083
201819,POEE80803G,1000050011,"15.183,00","11.650,00",17767.89
201819,CAEE824017,1110630126,"1.792,00","182,00",19000
201819,ORAA82601N,950380004,"4.915,00","3.512,00",5440
201819,SSTD01701R,900061175,"3.200,00","2.520,00",3687
201819,RCAA861026,800570156,"1.150,00","670,00",1680
201819,FREE83202Q,600430773,"5.500,00","3.150,00",11367
201819,PEAA835025,680280128,"7.050,00","5.055,00",12311
201819,SAMM8BE01R,650891067,"276,00",-,2568
201819,PAIC838008,820092680,"10.724,00","6.950,00",18000
201819,NOTF02000R,30240001,"22.640,00","17.265,00",60737
201819,NOMM82901L,31490008,"6.832,00","4.285,00",19072
201819,TVMM868013,260553261,"22.000,00","20.018,00",6986
201819,SAMM8AA01V,651140001,"6.725,00","1.250,00",25330
201819,PTEE82202E,470110007,"14.695,00","12.113,00",17300
201819,NASL102011,630590006,"19.767,00","15.208,00",29175
201819,LIEE81002G,490200002,"5.200,00","3.790,00",5940
201819,ARSD06000L,510020071,"3.662,00","26.692,00",8488
201819,TAAA85902T,730080061,"4.220,00","2.523,00",6065
201819,NAMM8CM015,630490017,"1.840,00","1.210,00",1890
201819,PSTD003019,410130355,"2.407,00","817,00",19654
201819,LEMM82702L,750711323,"7.300,00","5.730,00",6719
201819,CARH021012,1110971566,"8.300,00","5.000,00",14640
201819,BGEE82204V,161670425,"3.736,95","2.735,54",5165.2
201819,LCEE80502G,970351684,"1.500,00","800,00",2000
201819,TPTD02000X,810010913,"11.959,00","7.593,00",15337
201819,VTIC82300P,560571780,"4.602,00","2.927,00",3263
201819,PVEE808052,181440175,"315,00",-,-
201819,PVPC00701B,180240241,"10.890,00","6.000,00",15700
201819,MIEE8DQ01E,151460377,"2.435,00",-,26328
201819,BAMM888018,720230585,"5.408,00","3.512,00",10936
201819,SIPC00101C,520150013,"20.000,00","7.692,00",14676
201819,TVTF01101V,260493758,"4.380,00",-,7649.48
201819,TATD080504,730270328,"2.975,00","300,00",8210
201819,KRAA83001N,1010130203,"1.500,00","1.000,00",1500
201819,PEIC82900X,680120145,"12.900,00","9.525,00",10825
201819,REEE83302C,350120105,"6.789,00","3.399,00",10005
201819,CNEE819023,41520002,"1.800,00","552,00",7700
201819,PGIS034006,540242680,-,-,-
201819,TPMM843018,810124571,"4.950,00",-,14988
201819,NUMM85005B,910880355,"3.720,00",-,3600
201819,BAAA81902P,720061296,"1.620,00","1.164,00",1450
201819,VCPC00101T,21580027,"6.620,00","3.023,00",45747
201819,MIMM8EZ01X,1080351312,"6.900,00","3.960,00",17561
201819,VCAA81202P,21070001,"1.765,00","1.495,00",945
201819,CTRH01050L,870172553,"8.003,00","5.900,00",24300
201819,VBAA81901T,1030190008,"2.360,00","1.780,00",1300
201819,SORI00801R,140660206,"9.000,00","5.400,00",21500
201819,BSIC836004,170250727,"10.820,00","8.785,00",8300
201819,RMIC8BF004,580231346,-,-,7250
201819,NAAA8EX03Q,630271419,"10.110,00","7.410,00",10055
201819,CTEE8AN026,870491336,"17.280,00","13.967,00",2880
201819,PSEE837036,410670554,"408,00","143,00",1060
201819,VEEE80803E,270030624,"8.130,00","6.398,00",10078
201819,PZAA84107L,760480248,"4.600,00","3.115,00",5200
201819,LUIS00300X,460035011,"7.600,00","4.150,00",18700
201819,BSMM88301P,170290367,"25.478,00","17.687,00",23600
201819,VERC00451G,270423866,"51.084,00","43.053,00",31056
201819,LEPM027016,750292323,"10.903,00","8.383,00",11300
201819,UDEE84205C,301290031,"7.725,00","6.840,00",7170
201819,APEE82701T,1090160077,"1.200,00","819,00",4000
201819,RGEE82001X,880092195,"8.243,00","5.194,00",9600
201819,REMM82401G,350330365,"9.000,00","7.160,00",6550
201819,RMTF180009,580391115,-,-,2463
201819,RMAA00701L,580910314,"6.500,00","2.250,00",22450
201819,AQIC828006,660690302,"3.000,00","2.090,00",6200
201819,CAIC866007,1110770529,"7.000,00","4.700,00",16000
201819,LEAA840041,750072266,"2.510,00","1.945,00",1945
201819,PGMM82301L,540500574,"1.856,00",-,17744
201819,NAEE8GR01Q,630620469,"255,00",-,1000
201819,ROMM823018,290212076,"2.778,00","1.540,00",-
201819,MTMM83403L,770060180,"3.000,00","1.500,00",5892
201819,BLEE82701D,250031681,"1.497,00","1.183,00",3109
201819,MOIC80400X,360030276,"10.240,00","4.973,00",11823
201819,RCEE85903C,800380112,"3.227,00","1.713,00",5299
201819,CNMM86502Q,40650003,-,-,4000
201819,PZMM857036,760330404,"2.700,00",-,6741
201819,RMMM85201N,580911138,"10.242,00","7.342,00",12969
201819,PREE806033,340230002,"4.260,00","3.334,00",7320
201819,PARI010007,820064391,"2.272,00",-,9076
201819,CEIS006006,610950563,"8.200,00","4.830,00",18270
201819,NOEE819024,30840004,-,-,4000
201819,CAEE839055,1110780106,"2.295,00","1.800,00",1861
201819,CEAA8AY026,610881709,"1.515,00","723,00",1230
201819,PAPM04000V,820533476,"4.620,00","1.293,00",4985.33
201819,METF02701R,830480872,"11.300,00",-,7220
201819,CEIC877004,610830003,"8.436,00","5.669,00",22689
201819,PETD03000D,680270274,"2.693,00",-,21327
201819,RMTD030005,580911566,"9.365,00",-,-
201819,NAMM04900V,630491948,"2.650,00",-,13500
201819,MEEE848039,830663578,"216,00","56,00",720
201819,CETL06000E,610220104,-,-,-
201819,LTMM81301X,590080327,"3.560,00","1.711,00",11500
201819,CSEE8AE045,781230709,"735,00","428,00",921
201819,PEAA822023,680210057,"730,00","515,00",760
201819,GEEE84402E,100590302,"6.120,00","4.830,00",24156
201819,BNPS011024,620581161,"9.062,00","3.927,00",5649
201819,LUAA82503G,460355000,"2.275,00","1.950,00",822
201819,RMAA8FY013,580910092,"3.972,00","2.580,00",9007
201819,PRIS00400B,340270397,"11.550,00","1.650,00",17428
201819,SITA00901G,520320010,"10.000,00",-,235
201819,CSAA81203B,780450924,"150,00",-,450
201819,PTAA82208G,470110002,"4.283,00","3.748,00",3264
201819,RMAA8GZ02E,580794006,"5.651,00",-,5358
201819,ISAA82504P,940190057,"910,00","1.295,00",4050
