type,country,state/province,epoch,even_id,date,value,restriction
international flight restrictions,PRK,,1580515200000.0,4f24eff2-c01b-11ea-a92b-eeee0af5197a,2020-02-01,na,1
international flight restrictions,NGA,,1584489600000.0,e08a18a4-c0e4-11ea-94e7-eeee0af70b85,2020-03-18,FRA,1
school closure,USA,USA-MA,1585094400000.0,6de10208-c0ea-11ea-9cc5-eeee0af72e81,2020-03-25,All schools (general) closed,1
school closure,PSE,,1583366400000.0,28fb40a0-c12a-11ea-9b36-eeee0af70b85,2020-03-05,All schools (general) closed,1
entertainment/cultural sector closure,CAN,,1583107200000.0,99c6d328-c2b8-11ea-8888-eeee0af46411,2020-03-02,"Museums, theaters, cinema, libraries, festivities",1
freedom of movement (nationality dependent),AUS,,1585785600000.0,ba870e04-c2c5-11ea-9108-eeee0af46411,2020-04-02,na,1
entertainment/cultural sector closure,IRL,,1585094400000.0,b5892a2c-c2e8-11ea-b491-eeee0af42abe,2020-03-25,na,1
entertainment/cultural sector closure,IRL,,1595721600000.0,c4c9605a-c4d3-11ea-8c33-eeee0af715ab,2020-07-26,Churches,1
freedom of movement (nationality dependent),LCA,,1593648000000.0,322bbb6a-c4da-11ea-a54e-eeee0af510b7,2020-07-02,KNA,0
school closure,MYS,,1593561600000.0,5b37107e-c4dd-11ea-b778-eeee0af510b7,2020-07-01,Only kindergartens/daycare,0
school closure,ROU,,1584316800000.0,ec217a1c-c4f5-11ea-910b-eeee0af42abe,2020-03-16,All schools (general) closed,1
introduction of travel quarantine policies,SYR,,1580860800000.0,11dda602-c552-11ea-9137-eeee0af510b7,2020-02-05,na,1
state of emergency (legal impact),GNB,,1585353600000.0,6381ae8e-d1c5-11ea-8cf6-eeee0af63fc2,2020-03-28,na,1
confinement,KOS,,1585872000000.0,18b4668e-d57c-11ea-ad65-eeee0af7bc4e,2020-04-03,Mandatory/advised for people at risk,1
school closure,USA,USA-NY,1583539200000.0,03acf2ea-18e7-43d7-a7b1-66ad481cd934,2020-03-07,All schools (general) closed,1
mask wearing,USA,USA-NY,1584748800000.0,caa4fe85-ed62-4d33-97ce-8b769333944e,2020-03-21,na,1
school closure,USA,USA-NY,1583539200000.0,1b21e4e5-c093-45ef-a5c0-51cbbbe993fa,2020-03-07,Universities closed,1
mass gatherings,USA,USA-NY,1583971200000.0,db7c5c0e-3a12-42d2-8a2e-d8822feb3355,2020-03-12,250,1
entertainment/cultural sector closure,USA,USA-NY,1584576000000.0,ec2cef04-1137-4af7-9b50-32794aeca941,2020-03-19,Churches,1
mass gatherings,USA,USA-NY,1584057600000.0,c22c24e5-e189-4024-a702-122ef5f4aee3,2020-03-13,500,1
mass gatherings,USA,USA-NY,1584057600000.0,cae9367e-8772-421f-acda-1678a2ea815d,2020-03-13,250,1
school closure,USA,USA-NY,1584576000000.0,cafc7204-a65e-4176-b341-2680e72f8ce4,2020-03-19,Universities closed,1
confinement,USA,USA-NY,1585094400000.0,e959edd5-43c4-4da4-a263-13f546423e1a,2020-03-25,na,1
school closure,USA,USA-NY,1583884800000.0,a1ae24b0-4f9e-495d-86b4-0a50365a2c06,2020-03-11,Universities closed,1
work restrictions,USA,USA-NY,1584835200000.0,0145d6f8-c01c-48cc-a748-baf00f288d2d,2020-03-22,Mandatory work from home enforcement for non-essential workers,1
entertainment/cultural sector closure,USA,USA-NY,1584316800000.0,b85a3015-e9bb-4bcd-a127-e31aa3460824,2020-03-16,"Museums, theaters, cinema, libraries, festivities",1
confinement,USA,USA-NY,1586131200000.0,b3544c2f-ed13-4e8e-93b4-ce164f4d4eb3,2020-04-06,Mandatory/advised for people at risk,1
work restrictions,USA,USA-NY,1586390400000.0,8c4020f1-e307-414a-83b7-bf8723e1d3ca,2020-04-09,na,1
work restrictions,USA,USA-NY,1584662400000.0,7a5a3224-5500-4a70-97fa-79671a5cc4fa,2020-03-20,Mandatory work from home enforcement for non-essential workers,1
introduction of travel quarantine policies,USA,USA-NY,1585267200000.0,b03f73a8-6e00-4cee-ad6e-6ec7c4d47a5b,2020-03-27,USA-NY,1
introduction of travel quarantine policies,USA,USA-NY,1585440000000.0,954c53e8-0e60-4967-9e21-2717928aacb8,2020-03-29,USA,1
economic impact,USA,USA-NY,1586390400000.0,0fb4b277-075a-4a44-8554-dd80152994cb,2020-04-09,Unemployment rate,1
entertainment/cultural sector closure,USA,USA-NY,1585353600000.0,8cbbced9-6442-48ba-9262-1b8ad8a260c7,2020-03-28,na,1
work restrictions,USA,USA-NY,1586390400000.0,483dc464-4cad-4825-b2ca-20921fbc4550,2020-04-09,Mandatory work from home enforcement for non-essential workers,1
work restrictions,USA,USA-NY,1585699200000.0,d487254d-2d2d-4c85-8c24-4a9a4e947934,2020-04-01,Mandatory work from home enforcement for non-essential workers,1
confinement,USA,USA-NY,1585353600000.0,3328e446-5e49-40e0-aade-60c78d619849,2020-03-28,na,0
school closure,USA,USA-NY,1583625600000.0,21f08b2c-be8e-4a42-bedf-9a292ba53422,2020-03-08,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-NY,1584403200000.0,f6ec14f8-8fb5-4191-ba94-4ca77c90b419,2020-03-17,"Bars, restaurants, night clubs",1
confinement,USA,USA-NY,1585353600000.0,f4bdf8de-b1e2-47f6-ac01-61416afa1309,2020-03-28,na,1
entertainment/cultural sector closure,USA,USA-NY,1593907200000.0,75fd1247-6a94-4e1c-a72a-ec5a8688512a,2020-07-05,Parks and public gardens,1
contact tracing,USA,USA-NY,1587513600000.0,e71d6f55-cfce-44bc-84a8-7e99581ccd35,2020-04-22,na,1
mask wearing,USA,USA-NY,1584662400000.0,32ba5d3a-3943-403c-b00c-8a5bcef32769,2020-03-20,Recommended,1
mass gatherings,USA,USA-NY,1584316800000.0,a0e66c5b-31dc-496a-a8cd-f61e746bc5a9,2020-03-16,50,1
confinement,USA,USA-NY,1599177600000.0,b668f8d4-ff6e-4bc9-b2c0-91880effa75e,2020-09-04,na,1
entertainment/cultural sector closure,USA,USA-NY,1586217600000.0,1cba5f38-dd73-4837-b374-cdf944cb1d06,2020-04-07,Parks and public gardens,1
mask wearing,USA,USA-NY,1586908800000.0,507a785a-6a31-4dd7-918c-df191860bde0,2020-04-15,Recommended,1
entertainment/cultural sector closure,USA,USA-NY,1586131200000.0,8b01305f-ae1b-40be-a39b-585f5ba8d899,2020-04-06,Parks and public gardens,1
school closure,USA,USA-NY,1606953600000.0,3e922b74-3a07-4d55-a00d-3517f19548f3,2020-12-03,Only schools (primary/secondary) closed,1
school closure,USA,USA-NY,1584403200000.0,98832c68-b3eb-4a0a-a87e-fc19110e9831,2020-03-17,Only schools (primary/secondary) closed,1
confinement,USA,USA-NY,1584835200000.0,23845db8-c043-4465-b8ce-e9e8a106b415,2020-03-22,Mandatory/advisedfor all the population,1
confinement,USA,USA-NY,1586995200000.0,2a51443f-1fcd-4025-a6d2-51cea668fda0,2020-04-16,Mandatory/advised for people at risk,1
entertainment/cultural sector closure,PRK,,1580515200000.0,83a3e594-c01b-11ea-b5f2-eeee0af65fde,2020-02-01,na,1
international flight restrictions,NGA,,1584489600000.0,e91457be-c0e4-11ea-a788-eeee0af47818,2020-03-18,ITA,1
state of emergency (legal impact),SLV,,1584144000000.0,13f97dfa-c0eb-11ea-b0b4-eeee0af47818,2020-03-14,na,1
entertainment/cultural sector closure,PYF,,1585008000000.0,3d1b49b2-c0ef-11ea-8965-eeee0af70b85,2020-03-24,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,ITA,,1582416000000.0,7d40103c-c12a-11ea-8d21-eeee0af72e81,2020-02-23,"Museums, theaters, cinema, libraries, festivities",1
confinement,BRB,,1595894400000.0,bed1ee5a-c2b8-11ea-a737-eeee0af6ea14,2020-07-28,Mandatory/advisedfor all the population,1
state of emergency (legal impact),ETH,,1586217600000.0,34804956-c2c0-11ea-9894-eeee0af46411,2020-04-07,na,1
economic impact,DEU,,1588118400000.0,cc080228-c2c5-11ea-8a4a-eeee0af6ea14,2020-04-29,Industrial production,1
public services closure,PAK,,1585008000000.0,c66a46d2-c2e8-11ea-9ec3-eeee0af715ab,2020-03-24,Legal system,1
confinement,GRD,,1593302400000.0,c817a8ca-c4d3-11ea-bc52-eeee0af715ab,2020-06-28,Mandatory/advisedfor all the population,0
freedom of movement (nationality dependent),LCA,,1593648000000.0,3d7aecca-c4da-11ea-96e1-eeee0af42abe,2020-07-02,BRB,0
confinement,NZL,,1591574400000.0,5f36aaae-c4dd-11ea-960f-eeee0af5624e,2020-06-08,na,0
mass gatherings,NAM,,1593648000000.0,f6abb4ac-c4f5-11ea-bd8a-eeee0af5624e,2020-07-02,250,1
confinement,TUR,,1594339200000.0,894488c8-c552-11ea-a083-eeee0af791a1,2020-07-10,na,0
introduction of travel quarantine policies,MMR,,1584748800000.0,debf4f26-c5b2-11ea-bc03-eeee0af510b7,2020-03-21,AUT,1
school closure,USA,USA-DE,1587686400000.0,4f727fda-c5e6-11ea-bd05-eeee0af5624e,2020-04-24,All schools (general) closed,1
entertainment/cultural sector closure,USA,USA-NE,1583971200000.0,8273eef0-c659-11ea-8191-eeee0af524cd,2020-03-12,"Museums, theaters, cinema, libraries, festivities",1
confinement,USA,USA-NY,1583366400000.0,9e70786c-c677-11ea-b0e6-eeee0af688fb,2020-03-05,na,0
entertainment/cultural sector closure,USA,USA-IA,1589500800000.0,0ff893e6-c6b6-11ea-a1f3-eeee0af69709,2020-05-15,"Bars, restaurants, night clubs",0
entertainment/cultural sector closure,USA,USA-FL,1584403200000.0,64c47692-c6de-11ea-b22f-eeee0af688fb,2020-03-17,Parks and public gardens,1
state of emergency (legal impact),ZAF,,1584230400000.0,45f49316-c6f5-11ea-a73d-eeee0af688fb,2020-03-15,na,1
entertainment/cultural sector closure,USA,USA-FL,1584057600000.0,b5707d98-c70b-11ea-880f-eeee0af69709,2020-03-13,"Museums, theaters, cinema, libraries, festivities",1
introduction of travel quarantine policies,VNM,,1584748800000.0,7dcd6e04-c711-11ea-967a-eeee0af69709,2020-03-21,na,1
international flight restrictions,FIN,,1579478400000.0,f7b5c51b-76a3-45ca-96c3-c74a10fbcee8,2020-01-20,other,1
international flight restrictions,IND,,1584489600000.0,c559332c-c2fa-11ea-9808-eeee0af715ab,2020-03-18,TUR,1
international flight restrictions,IND,,1584489600000.0,ccb5e192-c2fa-11ea-8152-eeee0af42abe,2020-03-18,MYS,1
public services closure,OMN,,1585699200000.0,14006136-d24f-11ea-82be-eeee0af456f2,2020-04-01,na,1
international flight restrictions,AFG,,1592956800000.0,4ba06c6e-d57c-11ea-b314-eeee0af76969,2020-06-24,na,0
school closure,KHM,,1583539200000.0,69a31579-15c5-4e59-ba53-7c5e74786ae6,2020-03-07,All schools (general) closed,1
school closure,LBR,,1586304000000.0,f81743e5-3e19-4b90-a9ca-0a999842b401,2020-04-08,All schools (general) closed,1
school closure,USA,USA-NV,1584230400000.0,a05806e8-1a3b-4c96-93af-6122b9e5d783,2020-03-15,All schools (general) closed,1
school closure,USA,USA-NV,1585699200000.0,072d3bc9-e6aa-459f-b91d-56e528848594,2020-04-01,All schools (general) closed,1
school closure,GBR,,1587340800000.0,1ed011ed-1d7e-4fa9-bd10-42421cf70af4,2020-04-20,Only schools (primary/secondary) closed,1
work restrictions,USA,USA-NV,1585699200000.0,a88232cd-7e40-4061-a945-c5f0fee43073,2020-04-01,Mandatory work from home enforcement for non-essential workers,1
work restrictions,USA,USA-NV,1584403200000.0,edcd1ee5-73b0-4d25-ba63-387b0c3732c2,2020-03-17,Mandatory work from home enforcement for non-essential workers,1
entertainment/cultural sector closure,KHM,,1586131200000.0,8f30ae3d-8129-4c05-a12e-e14f0adc39e1,2020-04-06,na,1
confinement,KHM,,1586131200000.0,474331e7-e3d4-4bde-8aad-c93db957c8c5,2020-04-06,na,1
confinement,LKA,,1583452800000.0,6de6943e-1652-4123-ba74-58e42a31e4ea,2020-03-06,na,1
economic impact,KHM,,1586131200000.0,742b2c72-a3f8-4aca-85eb-0212eec58a54,2020-04-06,Unemployment rate,1
introduction of travel quarantine policies,LKA,,1583452800000.0,0e38d574-aee6-47d6-9d85-3b57ed90c310,2020-03-06,na,1
entertainment/cultural sector closure,KHM,,1584403200000.0,c45ecbb4-73b4-406a-9e22-b88ae02c3134,2020-03-17,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,LBR,,1586304000000.0,b9fda1ea-2780-4599-85af-33e69bd14d37,2020-04-08,"Bars, restaurants, night clubs",1
entertainment/cultural sector closure,KHM,,1583539200000.0,3bfa6db0-98a1-47e3-83db-5209efb187e8,2020-03-07,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,KHM,,1584403200000.0,37d05bf5-a1ac-45e5-a725-a8192536358d,2020-03-17,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,USA,USA-NY,1586044800000.0,2ab80c3f-9f87-462e-a908-13983a259954,2020-04-05,Parks and public gardens,1
entertainment/cultural sector closure,USA,USA-NY,1588291200000.0,83b0252a-9e51-4b55-8cb1-eb569fb7f5e8,2020-05-01,Parks and public gardens,1
entertainment/cultural sector closure,LBR,,1586304000000.0,cce5f8b1-69ae-48e4-ba00-c9f4ba9296ba,2020-04-08,Parks and public gardens,1
entertainment/cultural sector closure,KHM,,1584403200000.0,071c045f-e3e9-4c0f-87a4-50d19b271d3e,2020-03-17,Churches,1
entertainment/cultural sector closure,LBR,,1586304000000.0,137be570-6419-48d1-97a1-19adca989b83,2020-04-08,Churches,1
contact tracing,LKA,,1585094400000.0,43b69e2e-a01e-4cf4-91b0-41c88ec88df1,2020-03-25,na,1
confinement,LKA,,1584057600000.0,4b073674-db15-4fbc-a9f4-5c8a761b9323,2020-03-13,na,1
confinement,LKA,,1584144000000.0,5af843f3-18ca-4c4f-801e-2aeffeb9028f,2020-03-14,na,1
economic impact,LBR,,1586736000000.0,a117d8dc-0700-42b8-a33f-ea159de6aa03,2020-04-13,na,1
confinement,LKA,,1585353600000.0,27602cf5-88ba-4307-b5a8-f6fb4d7c33ba,2020-03-28,na,1
public services closure,USA,USA-CO,1584144000000.0,f76c5d30-c01b-11ea-a93b-eeee0af469a3,2020-03-14,Legal system,1
introduction of travel quarantine policies,IND,,1583971200000.0,f579543c-c0e4-11ea-a525-eeee0af47818,2020-03-12,na,1
school closure,LBY,,1583020800000.0,57553554-c0ef-11ea-9cd6-eeee0af47818,2020-03-01,All schools (general) closed,1
public services closure,ITA,,1582502400000.0,a206099e-c12a-11ea-890b-eeee0af49f8d,2020-02-24,Legal system,1
school closure,BLR,,1585958400000.0,c4289fde-c2b8-11ea-b248-eeee0af6ea14,2020-04-04,All schools (general) closed,1
freedom of movement (nationality dependent),GHA,,1584835200000.0,e9ba0e9c-c2c5-11ea-9dd6-eeee0af50e94,2020-03-22,na,1
entertainment/cultural sector closure,IRL,,1587945600000.0,ea66d26c-c2e8-11ea-b964-eeee0af715ab,2020-04-27,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,GBR,,1594166400000.0,d1ca7d66-c4d3-11ea-a05d-eeee0af791a1,2020-07-08,na,1
confinement,MNE,,1585008000000.0,60ee9708-c4dd-11ea-aa4a-eeee0af510b7,2020-03-24,Mandatory/advisedfor all the population,1
entertainment/cultural sector closure,ROU,,1584748800000.0,0516789c-c4f6-11ea-9a71-eeee0af42abe,2020-03-21,"Bars, restaurants, night clubs",1
school closure,TZA,,1584403200000.0,c785a46e-c552-11ea-95a8-eeee0af791a1,2020-03-17,All schools (general) closed,1
international flight restrictions,TJK,,1582502400000.0,14ca0a10-c0eb-11ea-9c4c-eeee0af47818,2020-02-24,other,1
entertainment/cultural sector closure,OMN,,1584489600000.0,c0c0c0c6-d25b-11ea-9e81-eeee0af7bc4e,2020-03-18,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,SGP,,1584057600000.0,f1f90256-d57c-11ea-a6ef-eeee0af63fc2,2020-03-13,na,1
confinement,LKA,,1584662400000.0,99382419-846c-4070-9a4b-862148419b9e,2020-03-20,na,1
international flight restrictions,LKA,,1583884800000.0,11212aaa-3425-4a74-a475-911e611f5720,2020-03-11,IND,1
international flight restrictions,LKA,,1583884800000.0,971728cc-7f96-4efb-8a3a-a41baf154629,2020-03-11,CHN,1
introduction of travel quarantine policies,LKA,,1584489600000.0,90a5dbaa-fb6c-4f6a-885a-57a0c7379619,2020-03-18,ITA,1
confinement,LKA,,1585267200000.0,626ec2f6-a07f-4c53-8d8b-3bcf689dfbb9,2020-03-27,na,1
confinement,LKA,,1584576000000.0,f5393a70-15a3-4cc4-bcc2-a7badb940533,2020-03-19,na,1
confinement,LKA,,1585008000000.0,32a9f68f-bd1e-43cf-8798-1e40c6ecab4f,2020-03-24,na,1
confinement,LKA,,1586390400000.0,5de4e82a-151d-4b40-b5a1-74231b8a680d,2020-04-09,na,1
economic impact,LKA,,1586217600000.0,0a72c3ba-e30c-4b91-ba9c-fdf014257ac9,2020-04-07,na,1
entertainment/cultural sector closure,LKA,,1586217600000.0,26f33039-a56a-45af-9871-dd50e7e8ac64,2020-04-07,na,1
school closure,LKA,,1585180800000.0,cb237aba-33ea-4798-b59f-6026e8041834,2020-03-26,na,1
work restrictions,LKA,,1585180800000.0,f7f85cb7-5136-40b1-b564-0bef1ec1d49e,2020-03-26,na,1
work restrictions,LKA,,1585267200000.0,e68996c0-516d-47cd-8c03-afe61566a43a,2020-03-27,na,1
introduction of travel quarantine policies,TWN,,1584144000000.0,0b916ac3-9bb2-4eb0-a0b6-2ec4969e1ed3,2020-03-14,CHN,1
international flight restrictions,TWN,,1580428800000.0,b72ca62c-a1bb-4475-aa7b-652b3bcbe422,2020-01-31,CHN,1
international flight restrictions,TWN,,1580428800000.0,e3f4762f-50b4-43b8-ad98-ed8ba3e9b421,2020-01-31,ITA,1
entertainment/cultural sector closure,LKA,,1584057600000.0,590089f5-58ea-4bf4-81d0-db53055f845b,2020-03-13,na,1
international flight restrictions,TWN,,1588723200000.0,a3e71f12-e94a-4446-bbca-bc3aabccbda0,2020-05-06,ITA,1
entertainment/cultural sector closure,LKA,,1584316800000.0,91a1792b-3ef5-4551-af30-c96273598a49,2020-03-16,na,1
entertainment/cultural sector closure,LKA,,1586563200000.0,3ec0ce3f-5326-401c-9ed5-2e88eea98b84,2020-04-11,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,LKA,,1587427200000.0,5d1547a1-fdc2-4070-9b46-401bb398c8c6,2020-04-21,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,LKA,,1584230400000.0,986bb85f-8cbf-40ae-a7d6-ff1ae85cb2d2,2020-03-15,"Museums, theaters, cinema, libraries, festivities",1
entertainment/cultural sector closure,LKA,,1586563200000.0,84717aa0-82ce-4e0a-a7c7-f8321da66b07,2020-04-11,Parks and public gardens,1
entertainment/cultural sector closure,LKA,,1584230400000.0,66763e14-a1dd-49ca-b159-7033b9c5a7a1,2020-03-15,Churches,1
entertainment/cultural sector closure,LKA,,1588896000000.0,19e5af68-2719-431c-af12-06c7f653b928,2020-05-08,Churches,1
public services closure,LKA,,1584576000000.0,e59fc6c8-7a65-4dad-bb1b-b34bfe7e8013,2020-03-19,Government/parliament system,1
public services closure,LKA,,1585872000000.0,2cd4b277-17d4-42c1-8695-531c7eb8d12c,2020-04-03,Government/parliament system,1
school closure,TWN,,1580601600000.0,20867c49-d542-4de0-bdd8-60a07d3986d0,2020-02-02,Only schools (primary/secondary) closed,1
school closure,LKA,,1586563200000.0,9d67479f-8d18-43fb-b78e-5fae87a7d146,2020-04-11,Only schools (primary/secondary) closed,1
school closure,TWN,,1584316800000.0,4e7f697e-41dc-48c7-b73c-c8166feda710,2020-03-16,Only schools (primary/secondary) closed,1
confinement,LKA,,1584316800000.0,eb168177-209b-46ab-a35b-458acdde191f,2020-03-16,na,1
entertainment/cultural sector closure,LKA,,1587340800000.0,d32df855-1ffa-483c-a1f9-3cb395bd2994,2020-04-20,na,1
entertainment/cultural sector closure,TWN,,1580947200000.0,92c2a2cd-16eb-4aae-8346-8166b2facfd5,2020-02-06,na,1
confinement,TWN,,1578182400000.0,58d4b2d4-3f2f-4981-ac11-ea9ae52d1fbf,2020-01-05,na,1
state of emergency (legal impact),USA,USA-AK,1584835200000.0,7796bd00-b07c-47c4-af9b-834c9fafa392,2020-03-22,na,1
entertainment/cultural sector closure,USA,USA-CO,1584230400000.0,2c057630-c01c-11ea-9547-eeee0af63f54,2020-03-15,na,1
international flight restrictions,NGA,,1584489600000.0,092e089c-c0e5-11ea-bd64-eeee0af47818,2020-03-18,ESP,1
freedom of movement (nationality dependent),IDN,,1584403200000.0,210bb238-c0eb-11ea-85b2-eeee0af70b85,2020-03-17,na,1
economic impact,USA,USA-CA,1586304000000.0,7bfbeae2-c0ef-11ea-adfd-eeee0af70b85,2020-04-08,Unemployment rate,1
freedom of movement (nationality dependent),BDI,,1587859200000.0,33b66aa0-c12b-11ea-bb50-eeee0af70b85,2020-04-26,ZAF,1
entertainment/cultural sector closure,CAN,,1583020800000.0,cfb4f8e8-c2b8-11ea-ba1b-eeee0af46411,2020-03-01,na,1
school closure,GRC,,1582848000000.0,f5e7ca06-c2c5-11ea-8344-eeee0af6bfc5,2020-02-28,All schools (general) closed,1
economic impact,IRL,,1589500800000.0,231f6ce0-c2e9-11ea-a3a4-eeee0af5624e,2020-05-15,na,1
economic impact,IND,,1585353600000.0,fa9a4a5a-c4d3-11ea-b619-eeee0af510b7,2020-03-28,na,1
freedom of movement (nationality dependent),LCA,,1593648000000.0,5326d3fe-c4da-11ea-9004-eeee0af791a1,2020-07-02,BHS,0
confinement,MKD,,1585008000000.0,7d9b5abc-c4dd-11ea-a9a7-eeee0af791a1,2020-03-24,Mandatory/advised for people at risk,1
entertainment/cultural sector closure,QAT,,1588291200000.0,085bd29a-c4f6-11ea-95cd-eeee0af791a1,2020-05-01,"Bars, restaurants, night clubs",1
international flight restrictions,TZA,,1586649600000.0,d862c988-c552-11ea-9c71-eeee0af510b7,2020-04-12,na,1
school closure,NPL,,1584576000000.0,dffa20f0-c5b2-11ea-a985-eeee0af715ab,2020-03-19,Only schools (primary/secondary) closed,1
entertainment/cultural sector closure,USA,USA-NE,1584316800000.0,fdf6928a-c659-11ea-814f-eeee0af688fb,2020-03-16,"Museums, theaters, cinema, libraries, festivities",1
public services closure,USA,USA-NY,1604793600000.0,cdbc34a8-c677-11ea-ae39-eeee0af69709,2020-11-08,Government/parliament system,1
entertainment/cultural sector closure,USA,USA-IA,1589328000000.0,2ab334ca-c6b6-11ea-a824-eeee0af51bc0,2020-05-13,"Museums, theaters, cinema, libraries, festivities",0
state of emergency (legal impact),USA,USA-FL,1585526400000.0,9770afe0-c6e6-11ea-8040-eeee0af51bc0,2020-03-30,na,1
entertainment/cultural sector closure,OMN,,1584489600000.0,e79676fa-d25b-11ea-a926-eeee0af456f2,2020-03-18,Gyms and pools,1
freedom of movement (nationality dependent),SGP,,1594684800000.0,2abc1646-d57d-11ea-b0a3-eeee0af56490,2020-07-14,MYS,0
school closure,DEU,,1584057600000.0,455e0268-c2c0-11ea-9679-eeee0af6ea14,2020-03-13,na,1
school closure,HUN,,1583884800000.0,94261fda-d07d-48aa-bf4a-35557992ab42,2020-03-11,Universities closed,1
mass gatherings,ISL,,1584748800000.0,5a65a529-a464-4120-904a-f6926646e345,2020-03-21,10,1
introduction of travel quarantine policies,HUN,,1583280000000.0,52631b6c-3a88-42a4-b0ac-01e808194648,2020-03-04,IRN,1
school closure,ISL,,1584057600000.0,3cbd7b5f-cdd4-4a6a-bcb2-347154de2076,2020-03-13,Universities closed,1
school closure,USA,USA-NH,1582848000000.0,6227e5e9-0d6a-4342-9d13-de3f8737d0a2,2020-02-28,Universities closed,1
confinement,ISL,,1583452800000.0,237b6ba9-1a90-4162-a660-12fd421ac56d,2020-03-06,na,1
entertainment/cultural sector closure,ISL,,1584057600000.0,e6216569-a91b-4320-9530-c6ba426fdd3e,2020-03-13,na,1
confinement,HUN,,1583798400000.0,53447a0e-af32-4d92-b597-c72a7bd613d0,2020-03-10,na,1
public transportation,HUN,,1583539200000.0,14d681b3-e141-429a-b4d3-a15287e0dfdb,2020-03-07,na,1
entertainment/cultural sector closure,USA,USA-AK,1584489600000.0,dcf403f1-3952-4076-b564-a2fe79187f9e,2020-03-18,Gyms and pools,1
entertainment/cultural sector closure,ISL,,1585008000000.0,7a00104d-e4c5-429c-8a7a-27fec50a8343,2020-03-24,Gyms and pools,1
entertainment/cultural sector closure,HUN,,1583884800000.0,1edbd195-ce6f-4abb-aa3b-38969c259a01,2020-03-11,na,1
international flight restrictions,ISL,,1583107200000.0,10ee8c56-6154-4374-b6a4-fa0d56beadd6,2020-03-02,ITA,1
